Respondent's ID,Gender,Age Group,Highest Qualifications,Employment Status,Income Level,Country,Q1,Q2a,Q2b,Q2c,Q2d,Q2e,Q3a,Q3b,Q3c,Q3d,Q3e,Q4a,Q4b,Q4c,Q4d,Q4e,Q4f,Q4g,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q6a,Q6b,Q6c,Q6d,Q6e
222,Male,25-30,Diploma,Student,Less than $20K,India,Website,Yes,Yes,Yes,Yes,Yes,Satisfied,Satisfied,Satisfied,Highly satisfied,Neutral,Highly satisfied,Satisfied,Highly satisfied,Satisfied,Satisfied,Highly satisfied,Highly satisfied,Quizzes & Solutions,Mock Exam,Weekly online calls,Tableau project examples,Normal class discussions,,8,9,10,10,9
223,Male,25-30,PHD,Un-employed,Less than $20K,Japan,Referred by a friend,Yes,Yes,Yes,Yes,Yes,Satisfied,Highly satisfied,Satisfied,Highly satisfied,Satisfied,Satisfied,Satisfied,Neutral,Highly satisfied,Satisfied,Highly satisfied,Highly satisfied,Quizzes & Solutions,Mock Exam,Weekly online calls,Tableau project examples,Normal class discussions,,10,9,10,10,7
224,Male,21-24,Certificate,Self-employed,$20k-$44K,Indonesia,Facebook,Yes,Yes,Yes,Yes,Yes,Highly satisfied,Satisfied,Satisfied,Satisfied,Neutral,Satisfied,Highly satisfied,Satisfied,Highly satisfied,Satisfied,Satisfied,Satisfied,Quizzes & Solutions,Mock Exam,,Tableau project examples,Normal class discussions,,9,9,10,10,3
225,Male,41+,Degree,Un-employed,Less than $20K,Indonesia,Facebook,Yes,Yes,Yes,Yes,Yes,Satisfied,Neutral,Satisfied,Satisfied,Highly satisfied,Satisfied,Highly satisfied,Highly satisfied,Satisfied,Neutral,Highly satisfied,Highly satisfied,Quizzes & Solutions,Mock Exam,Weekly online calls,Tableau project examples,,,9,8,9,9,9
226,Female,21-24,Diploma,Self-employed,$20k-$44K,Vietnam,Referred by a friend,Yes,Yes,Yes,Yes,Yes,Satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Satisfied,Highly satisfied,Highly satisfied,Satisfied,Satisfied,Highly satisfied,Satisfied,Highly satisfied,Quizzes & Solutions,Mock Exam,Weekly online calls,Tableau project examples,Normal class discussions,,8,9,9,8,5
227,Female,21-24,Degree,Student,Less than $20K,Albania,Through Ads,Yes,Yes,Yes,Yes,Yes,Highly satisfied,Highly satisfied,Highly satisfied,Satisfied,Neutral,Satisfied,Highly satisfied,Satisfied,Highly satisfied,Satisfied,Satisfied,Neutral,Quizzes & Solutions,Mock Exam,Weekly online calls,Tableau project examples,Normal class discussions,,7,9,9,10,9
228,Female,15-20,Master's Degree,Un-employed,Less than $20K,India,LinkedIn,Yes,Yes,Yes,Yes,Yes,Satisfied,Highly satisfied,Satisfied,Highly satisfied,Highly satisfied,Satisfied,Highly satisfied,Satisfied,Satisfied,Neutral,Highly satisfied,Highly satisfied,Quizzes & Solutions,Mock Exam,Weekly online calls,Tableau project examples,,,8,7,9,10,9
229,Female,35-40,Certificate,Self-employed,Less than $20K,Central African Republic,Facebook,Yes,Yes,Yes,Yes,Yes,Highly satisfied,Highly satisfied,Satisfied,Highly satisfied,Neutral,Highly satisfied,Highly satisfied,Neutral,Satisfied,Highly satisfied,Satisfied,Highly satisfied,Quizzes & Solutions,,Weekly online calls,Tableau project examples,,Trainer's feedback through comments,8,9,8,10,8
230,Female,35-40,Certificate,Student,Less than $20K,Nepal,Referred by a friend,Yes,Yes,Yes,Yes,Yes,Satisfied,Satisfied,Satisfied,Satisfied,Highly satisfied,Satisfied,Highly satisfied,Highly satisfied,Neutral,Neutral,Satisfied,Satisfied,Quizzes & Solutions,Mock Exam,Weekly online calls,Tableau project examples,,,8,9,7,9,9
231,Female,25-30,PHD,Student,Less than $20K,Brazil,Website,Yes,Yes,Yes,Yes,Yes,Satisfied,Highly satisfied,Satisfied,Highly satisfied,Satisfied,Satisfied,Satisfied,Highly satisfied,Highly satisfied,Satisfied,Satisfied,Highly satisfied,Quizzes & Solutions,,Weekly online calls,,Normal class discussions,,8,9,9,10,9
232,Male,31-34,Degree,Employed,Less than $20K,Peru,Newsletter,Yes,Yes,Yes,Yes,Yes,Satisfied,Highly satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Neutral,Highly satisfied,Neutral,Satisfied,Satisfied,Quizzes & Solutions,,Weekly online calls,Tableau project examples,Normal class discussions,,8,9,9,8,9
233,Female,35-40,Degree,Student,Less than $20K,Costa Rica,Referred by a friend,Yes,Yes,Yes,Yes,Yes,Satisfied,Neutral,Highly satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Satisfied,Satisfied,Highly satisfied,Quizzes & Solutions,,,Tableau project examples,Normal class discussions,,6,9,9,10,9
234,Male,35-40,PHD,Un-employed,Less than $20K,Albania,LinkedIn,Yes,Yes,Yes,Yes,Yes,Highly satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Satisfied,Highly satisfied,Highly satisfied,Satisfied,Highly satisfied,Quizzes & Solutions,,,Tableau project examples,Normal class discussions,,8,9,9,10,9
235,Female,21-24,Diploma,Un-employed,Less than $20K,India,Through Ads,Yes,Yes,Yes,Yes,Yes,Satisfied,Highly satisfied,Satisfied,Satisfied,Highly satisfied,Highly satisfied,Satisfied,Satisfied,Satisfied,Highly satisfied,Highly satisfied,Satisfied,Quizzes & Solutions,Mock Exam,Weekly online calls,Tableau project examples,Normal class discussions,,10,9,8,10,7
236,Female,15-20,Master's Degree,Student,Less than $20K,Bolivia,Website,Yes,Yes,Yes,Yes,Yes,Highly satisfied,Satisfied,Satisfied,Satisfied,Highly satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Neutral,Satisfied,Satisfied,Quizzes & Solutions,Mock Exam,Weekly online calls,,Normal class discussions,,10,9,9,9,9
237,Female,25-30,Degree,Un-employed,Less than $20K,Honduras,LinkedIn,Yes,Yes,Yes,Yes,Yes,Satisfied,Satisfied,Satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Satisfied,Satisfied,Satisfied,Highly satisfied,Highly satisfied,Quizzes & Solutions,,Weekly online calls,Tableau project examples,Normal class discussions,,3,10,10,7,10
238,Male,15-20,Degree,Un-employed,Less than $20K,United States,Referred by a friend,Yes,Yes,Yes,Yes,Yes,Satisfied,Satisfied,Highly satisfied,Satisfied,Satisfied,Satisfied,Highly satisfied,Satisfied,Satisfied,Neutral,Satisfied,Satisfied,Quizzes & Solutions,Mock Exam,Weekly online calls,Tableau project examples,,,5,10,9,10,10
239,Male,35-40,Master's Degree,Un-employed,Less than $20K,Sweden,Referred by a friend,Yes,Yes,Yes,Yes,Yes,Satisfied,Highly satisfied,Highly satisfied,Dissatisfied,Highly satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Highly satisfied,Satisfied,Quizzes & Solutions,,Weekly online calls,Tableau project examples,,,6,10,9,10,9
240,Female,25-30,Diploma,Student,Less than $20K,Brazil,Newsletter,Yes,Yes,Yes,Yes,Yes,Satisfied,Highly satisfied,Satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Satisfied,Satisfied,Satisfied,Highly satisfied,Satisfied,Quizzes & Solutions,,Weekly online calls,Tableau project examples,,,2,7,9,10,9
241,Female,15-20,Master's Degree,Student,Less than $20K,South Africa,Website,Yes,Yes,Yes,Yes,Yes,Satisfied,Highly satisfied,Satisfied,Satisfied,Highly satisfied,Satisfied,Satisfied,Satisfied,Highly satisfied,Satisfied,Highly satisfied,Highly satisfied,Quizzes & Solutions,Mock Exam,Weekly online calls,Tableau project examples,,,7,10,9,8,9
242,Female,31-34,Master's Degree,Employed,Less than $20K,United Kingdom,LinkedIn,Yes,Yes,Yes,Yes,Yes,Highly satisfied,Neutral,Satisfied,Highly satisfied,Highly satisfied,Satisfied,Neutral,Neutral,Neutral,Highly satisfied,Highly satisfied,Highly satisfied,Quizzes & Solutions,,Weekly online calls,Tableau project examples,Normal class discussions,,1,10,10,8,9
243,Male,35-40,Certificate,Employed,$45K-$139K,United Kingdom,Through Ads,Yes,Yes,Yes,Yes,Yes,Highly satisfied,Satisfied,Highly satisfied,Satisfied,Highly satisfied,Satisfied,Highly satisfied,Satisfied,Highly satisfied,Satisfied,Highly satisfied,Highly satisfied,Quizzes & Solutions,Mock Exam,Weekly online calls,Tableau project examples,Normal class discussions,Trainer's feedback through comments,8,10,9,8,9
244,Male,35-40,PHD,Self-employed,$45K-$139K,United Kingdom,Referred by a friend,Yes,Yes,Yes,Yes,Yes,Satisfied,Highly satisfied,Satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Quizzes & Solutions,Mock Exam,Weekly online calls,Tableau project examples,Normal class discussions,Trainer's feedback through comments,9,10,9,8,9
245,Male,41+,Degree,Employed,$20k-$44K,Thailand,Through Ads,Yes,Yes,Yes,Yes,Yes,Satisfied,Neutral,Satisfied,Satisfied,Highly satisfied,Satisfied,Satisfied,Neutral,Satisfied,Neutral,Satisfied,Highly satisfied,,Mock Exam,Weekly online calls,Tableau project examples,Normal class discussions,,10,7,9,8,9
246,Female,35-40,PHD,Employed,$140K-$149K,United States,Through Ads,Yes,Yes,Yes,Yes,Yes,Satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Satisfied,Highly satisfied,Satisfied,Satisfied,Neutral,Satisfied,Highly satisfied,,,Weekly online calls,Tableau project examples,Normal class discussions,Trainer's feedback through comments,4,10,9,7,9
247,Male,35-40,PHD,Employed,$45K-$139K,Czech Republic,Through Ads,Yes,Yes,Yes,Yes,Yes,Highly satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Satisfied,Highly satisfied,Satisfied,Neutral,Satisfied,Satisfied,Highly satisfied,,,Weekly online calls,Tableau project examples,Normal class discussions,,9,9,9,10,7
248,Male,41+,Master's Degree,Student,Less than $20K,Peru,Through Ads,Yes,Yes,Yes,Yes,Yes,Satisfied,Neutral,Satisfied,Dissatisfied,Highly satisfied,Satisfied,Highly satisfied,Neutral,Satisfied,Highly satisfied,Highly satisfied,Satisfied,,Mock Exam,Weekly online calls,Tableau project examples,Normal class discussions,,2,10,9,9,10
249,Female,15-20,Certificate,Un-employed,Less than $20K,Brazil,Website,Yes,Yes,Yes,Yes,Yes,Satisfied,Neutral,Satisfied,Highly satisfied,Highly satisfied,Satisfied,Highly satisfied,Satisfied,Highly satisfied,Satisfied,Satisfied,Neutral,,,,Tableau project examples,,,10,8,9,8,9
250,Male,25-30,PHD,Self-employed,$140K-$149K,Ireland,LinkedIn,Yes,Yes,Yes,Yes,Yes,Highly satisfied,Satisfied,Highly satisfied,Satisfied,Satisfied,Highly satisfied,Satisfied,Highly satisfied,Satisfied,Satisfied,Satisfied,Highly satisfied,Quizzes & Solutions,,Weekly online calls,Tableau project examples,Normal class discussions,,7,10,9,9,7
251,Male,15-20,Master's Degree,Student,Less than $20K,Thailand,Website,Yes,Yes,Yes,Yes,Yes,Highly satisfied,Satisfied,Highly satisfied,Highly satisfied,Satisfied,Satisfied,Satisfied,Highly satisfied,Highly satisfied,Neutral,Highly satisfied,Satisfied,Quizzes & Solutions,,Weekly online calls,Tableau project examples,Normal class discussions,Trainer's feedback through comments,7,8,9,8,9
252,Male,25-30,Degree,Student,Less than $20K,Syria,LinkedIn,Yes,Yes,Yes,Yes,Yes,Satisfied,Satisfied,Satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Satisfied,Highly satisfied,Satisfied,Highly satisfied,Quizzes & Solutions,Mock Exam,Weekly online calls,Tableau project examples,Normal class discussions,,7,7,8,8,9
253,Female,15-20,Diploma,Un-employed,Less than $20K,Croatia,LinkedIn,Yes,Yes,Yes,Yes,Yes,Highly satisfied,Neutral,Satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Satisfied,Highly satisfied,Highly satisfied,Satisfied,Satisfied,Satisfied,,Mock Exam,Weekly online calls,Tableau project examples,,,7,10,9,8,9
254,Female,15-20,Master's Degree,Employed,$45K-$139K,Poland,Website,Yes,Yes,Yes,Yes,Yes,Highly satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Satisfied,Satisfied,Satisfied,Highly satisfied,Satisfied,,Mock Exam,Weekly online calls,Tableau project examples,Normal class discussions,,7,10,7,8,9
255,Male,21-24,Certificate,Student,Less than $20K,Chad,LinkedIn,Yes,Yes,Yes,Yes,Yes,Highly satisfied,Highly satisfied,Satisfied,Highly satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Highly satisfied,Satisfied,Highly satisfied,Quizzes & Solutions,,Weekly online calls,Tableau project examples,Normal class discussions,Trainer's feedback through comments,8,10,9,9,9
256,Female,21-24,Certificate,Employed,$20k-$44K,Qatar,Website,Yes,Yes,No,Yes,Yes,Satisfied,Neutral,Highly satisfied,Satisfied,Highly satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Highly satisfied,Satisfied,Satisfied,Quizzes & Solutions,Mock Exam,Weekly online calls,Tableau project examples,Normal class discussions,Trainer's feedback through comments,9,10,9,8,9
257,Male,25-30,PHD,Self-employed,Less than $20K,India,Referred by a friend,Yes,Yes,Yes,Yes,Yes,Highly satisfied,Highly satisfied,Satisfied,Highly satisfied,Highly satisfied,Satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Satisfied,Highly satisfied,Highly satisfied,,,Weekly online calls,Tableau project examples,,,9,10,8,10,9
258,Female,15-20,Master's Degree,Un-employed,Less than $20K,Venezuela,Through Ads,Yes,Yes,Yes,Yes,Yes,Satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Satisfied,Satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Satisfied,Neutral,Quizzes & Solutions,,Weekly online calls,Tableau project examples,Normal class discussions,,8,10,9,7,10
259,Male,25-30,Master's Degree,Student,Less than $20K,Poland,LinkedIn,Yes,Yes,No,Yes,Yes,Highly satisfied,Satisfied,Satisfied,Highly satisfied,Highly satisfied,Neutral,Highly satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Satisfied,Highly satisfied,,,Weekly online calls,Tableau project examples,,,9,10,9,8,9
260,Female,35-40,Master's Degree,Un-employed,Less than $20K,Poland,Through Ads,Yes,Yes,Yes,Yes,Yes,Satisfied,Highly satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Highly satisfied,Highly satisfied,Satisfied,Satisfied,,,,Tableau project examples,Normal class discussions,,9,10,9,8,7
261,Female,25-30,Certificate,Un-employed,Less than $20K,United States,Through Ads,Yes,Yes,Yes,Yes,Yes,Highly satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Satisfied,Highly satisfied,Highly satisfied,Satisfied,Neutral,Highly satisfied,Satisfied,Quizzes & Solutions,Mock Exam,Weekly online calls,Tableau project examples,Normal class discussions,,7,10,9,7,9
262,Male,35-40,Master's Degree,Self-employed,$20k-$44K,France,Newsletter,Yes,Yes,Yes,Yes,Yes,Highly satisfied,Satisfied,Satisfied,Satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Neutral,,,Weekly online calls,Tableau project examples,Normal class discussions,,10,10,9,7,9
263,Male,35-40,Diploma,Un-employed,Less than $20K,Poland,Facebook,Yes,Yes,Yes,Yes,Yes,Satisfied,Neutral,Satisfied,Dissatisfied,Highly satisfied,Highly satisfied,Satisfied,Highly satisfied,Neutral,Highly satisfied,Satisfied,Neutral,Quizzes & Solutions,,Weekly online calls,Tableau project examples,Normal class discussions,,7,10,9,8,9
264,Male,35-40,Degree,Employed,$45K-$139K,Bulgaria,Newsletter,Yes,Yes,Yes,Yes,Yes,Satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Satisfied,Satisfied,Highly satisfied,Neutral,Satisfied,Satisfied,Highly satisfied,Satisfied,Quizzes & Solutions,,Weekly online calls,,Normal class discussions,,9,10,9,9,10
265,Female,31-34,Certificate,Employed,Less than $20K,India,Newsletter,Yes,Yes,Yes,Yes,Yes,Highly satisfied,Neutral,Satisfied,Highly satisfied,Satisfied,Neutral,Highly satisfied,Satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Dissatisfied,,Mock Exam,Weekly online calls,Tableau project examples,,,7,10,9,7,9
266,Female,41+,Certificate,Un-employed,Less than $20K,South Africa,Facebook,Yes,Yes,Yes,Yes,Yes,Highly satisfied,Highly satisfied,Highly satisfied,Satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Neutral,Highly satisfied,Satisfied,Highly satisfied,Quizzes & Solutions,,Weekly online calls,Tableau project examples,Normal class discussions,,9,10,9,8,7
267,Female,31-34,Diploma,Student,Less than $20K,United States,Website,Yes,Yes,Yes,Yes,Yes,Satisfied,Neutral,Satisfied,Dissatisfied,Satisfied,Satisfied,Neutral,Neutral,Highly satisfied,Neutral,Satisfied,Neutral,Quizzes & Solutions,Mock Exam,Weekly online calls,Tableau project examples,,,7,10,9,8,9
268,Male,35-40,Certificate,Employed,$45K-$139K,Ecuador,LinkedIn,Yes,Yes,Yes,Yes,Yes,Highly satisfied,Satisfied,Highly satisfied,Dissatisfied,Neutral,Neutral,Satisfied,Highly satisfied,Neutral,Satisfied,Highly satisfied,Highly satisfied,,Mock Exam,Weekly online calls,Tableau project examples,,,7,10,9,10,10
269,Female,35-40,Master's Degree,Student,Less than $20K,United States,Referred by a friend,Yes,Yes,Yes,Yes,Yes,Satisfied,Neutral,Satisfied,Highly satisfied,Satisfied,Satisfied,Highly satisfied,Satisfied,Neutral,Satisfied,Satisfied,Dissatisfied,Quizzes & Solutions,,Weekly online calls,Tableau project examples,Normal class discussions,,1,10,9,8,9
270,Female,15-20,Diploma,Student,Less than $20K,Nigeria,LinkedIn,Yes,Yes,Yes,Yes,Yes,Satisfied,Neutral,Satisfied,Satisfied,Satisfied,Highly satisfied,Satisfied,Satisfied,Highly satisfied,Satisfied,Highly satisfied,Satisfied,Quizzes & Solutions,,Weekly online calls,Tableau project examples,,,7,10,9,8,9
271,Male,35-40,Master's Degree,Un-employed,Less than $20K,Poland,LinkedIn,Yes,Yes,Yes,Yes,Yes,Satisfied,Satisfied,Highly satisfied,Highly satisfied,Satisfied,Highly satisfied,Highly satisfied,Neutral,Satisfied,Satisfied,Highly satisfied,Satisfied,Quizzes & Solutions,Mock Exam,Weekly online calls,Tableau project examples,Normal class discussions,,6,10,9,10,9
272,Male,25-30,PHD,Un-employed,Less than $20K,United States,Referred by a friend,Yes,Yes,Yes,Yes,Yes,Highly satisfied,Satisfied,Satisfied,Satisfied,Neutral,Satisfied,Satisfied,Satisfied,Neutral,Satisfied,Satisfied,Satisfied,Quizzes & Solutions,,Weekly online calls,Tableau project examples,,,4,9,10,8,8
273,Female,15-20,Degree,Employed,Less than $20K,Portugal,LinkedIn,Yes,Yes,Yes,Yes,Yes,Highly satisfied,Highly satisfied,Neutral,Highly satisfied,Highly satisfied,Highly satisfied,Satisfied,Satisfied,Highly satisfied,Satisfied,Highly satisfied,Dissatisfied,Quizzes & Solutions,,,Tableau project examples,,,8,9,10,9,9
274,Female,31-34,Master's Degree,Student,Less than $20K,Honduras,Through Ads,Yes,Yes,Yes,Yes,Yes,Highly satisfied,Highly satisfied,Satisfied,Highly satisfied,Highly satisfied,Satisfied,Highly satisfied,Satisfied,Highly satisfied,Neutral,Satisfied,Highly satisfied,Quizzes & Solutions,,Weekly online calls,Tableau project examples,Normal class discussions,,7,7,10,8,9
275,Female,31-34,Diploma,Un-employed,Less than $20K,United States,Referred by a friend,Yes,Yes,Yes,Yes,Yes,Satisfied,Neutral,Satisfied,Highly satisfied,Satisfied,Highly satisfied,Highly satisfied,Satisfied,Neutral,Highly satisfied,Satisfied,Highly satisfied,Quizzes & Solutions,Mock Exam,Weekly online calls,Tableau project examples,Normal class discussions,Trainer's feedback through comments,4,9,9,8,9
276,Female,35-40,Certificate,Un-employed,Less than $20K,Brazil,Through Ads,No,Yes,Yes,Yes,Yes,Satisfied,Highly satisfied,Satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Satisfied,Neutral,Highly satisfied,Satisfied,Neutral,Neutral,Quizzes & Solutions,Mock Exam,Weekly online calls,Tableau project examples,,,9,9,10,8,9
277,Male,15-20,Master's Degree,Employed,$45K-$139K,Australia,Referred by a friend,Yes,Yes,Yes,Yes,Yes,Highly satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Neutral,Highly satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Quizzes & Solutions,,Weekly online calls,Tableau project examples,Normal class discussions,,4,8,8,8,7
278,Male,15-20,Diploma,Self-employed,$200K+,United States,Website,Yes,Yes,Yes,Yes,Yes,Highly satisfied,Satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Neutral,Highly satisfied,Satisfied,Highly satisfied,Highly satisfied,Satisfied,Dissatisfied,Quizzes & Solutions,,Weekly online calls,Tableau project examples,,,5,9,9,8,9
279,Male,31-34,Master's Degree,Student,Less than $20K,Thailand,Website,Yes,Yes,Yes,Yes,Yes,Satisfied,Highly satisfied,Highly satisfied,Satisfied,Highly satisfied,Satisfied,Satisfied,Satisfied,Highly satisfied,Satisfied,Satisfied,Dissatisfied,Quizzes & Solutions,,,Tableau project examples,,,8,10,10,8,9
280,Female,35-40,PHD,Un-employed,Less than $20K,Honduras,LinkedIn,Yes,Yes,Yes,Yes,Yes,Highly satisfied,Satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Satisfied,Satisfied,Satisfied,Highly satisfied,Neutral,Satisfied,Satisfied,,,Weekly online calls,Tableau project examples,Normal class discussions,,8,10,10,9,9
281,Female,25-30,Master's Degree,Self-employed,$20k-$44K,Indonesia,Referred by a friend,No,Yes,Yes,Yes,Yes,Satisfied,Satisfied,Satisfied,Satisfied,Highly satisfied,Highly satisfied,Neutral,Neutral,Satisfied,Highly satisfied,Satisfied,Satisfied,,,,Tableau project examples,,Trainer's feedback through comments,8,9,8,10,9
282,Male,15-20,Degree,Self-employed,$20k-$44K,South Korea,Newsletter,No,Yes,Yes,Yes,Yes,Satisfied,Satisfied,Satisfied,Dissatisfied,Satisfied,Satisfied,Highly satisfied,Neutral,Highly satisfied,Neutral,Highly satisfied,Highly satisfied,,,Weekly online calls,Tableau project examples,,,6,9,10,7,7
283,Female,41+,Certificate,Self-employed,Less than $20K,Russia,Through Ads,Yes,Yes,Yes,Yes,Yes,Highly satisfied,Satisfied,Satisfied,Satisfied,Highly satisfied,Neutral,Satisfied,Satisfied,Satisfied,Satisfied,Neutral,Neutral,Quizzes & Solutions,,Weekly online calls,Tableau project examples,,,3,9,9,7,9
284,Male,35-40,Certificate,Un-employed,Less than $20K,South Africa,LinkedIn,No,Yes,Yes,Yes,Yes,Highly satisfied,Satisfied,Satisfied,Satisfied,Neutral,Neutral,Highly satisfied,Neutral,Satisfied,Satisfied,Neutral,Neutral,,,Weekly online calls,Tableau project examples,Normal class discussions,Trainer's feedback through comments,5,9,7,9,9
285,Male,25-30,Degree,Self-employed,$20k-$44K,Ukraine,Facebook,Yes,Yes,Yes,Yes,Yes,Highly satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Highly satisfied,Satisfied,Neutral,Highly satisfied,Highly satisfied,Highly satisfied,Quizzes & Solutions,Mock Exam,,Tableau project examples,Normal class discussions,Trainer's feedback through comments,10,7,7,8,9
286,Male,31-34,Master's Degree,Employed,$45K-$139K,South Africa,LinkedIn,Yes,Yes,Yes,Yes,Yes,Satisfied,Highly satisfied,Highly satisfied,Satisfied,Neutral,Highly satisfied,Satisfied,Neutral,Highly satisfied,Highly satisfied,Satisfied,Satisfied,Quizzes & Solutions,Mock Exam,Weekly online calls,Tableau project examples,,,7,9,9,9,9
287,Female,35-40,Certificate,Un-employed,Less than $20K,Poland,Website,Yes,Yes,Yes,Yes,Yes,Satisfied,Highly satisfied,Satisfied,Dissatisfied,Satisfied,Satisfied,Highly satisfied,Satisfied,Neutral,Highly satisfied,Neutral,Dissatisfied,,Mock Exam,Weekly online calls,Tableau project examples,Normal class discussions,,8,9,7,9,9
288,Male,15-20,Diploma,Self-employed,$20k-$44K,Jordan,Facebook,Yes,Yes,Yes,Yes,Yes,Satisfied,Satisfied,Highly satisfied,Dissatisfied,Satisfied,Satisfied,Neutral,Neutral,Satisfied,Satisfied,Satisfied,Satisfied,Quizzes & Solutions,Mock Exam,Weekly online calls,Tableau project examples,Normal class discussions,,9,10,9,9,7
289,Female,41+,Master's Degree,Un-employed,Less than $20K,United States,Referred by a friend,Yes,Yes,Yes,Yes,Yes,Satisfied,Highly satisfied,Neutral,Dissatisfied,Satisfied,Highly satisfied,Satisfied,Satisfied,Highly satisfied,Satisfied,Highly satisfied,Dissatisfied,Quizzes & Solutions,,Weekly online calls,Tableau project examples,Normal class discussions,,7,9,9,8,9
290,Female,25-30,PHD,Employed,$20k-$44K,United States,Referred by a friend,Yes,Yes,Yes,Yes,Yes,Highly satisfied,Highly satisfied,Highly satisfied,Satisfied,Highly satisfied,Satisfied,Satisfied,Highly satisfied,Satisfied,Highly satisfied,Dissatisfied,Satisfied,Quizzes & Solutions,,,Tableau project examples,Normal class discussions,,7,7,7,3,10
291,Female,21-24,Diploma,Self-employed,Less than $20K,Indonesia,Newsletter,Yes,Yes,Yes,Yes,Yes,Satisfied,Satisfied,Satisfied,Satisfied,Highly satisfied,Neutral,Highly satisfied,Satisfied,Highly satisfied,Highly satisfied,Satisfied,Dissatisfied,Quizzes & Solutions,,Weekly online calls,,Normal class discussions,,1,7,7,7,9
292,Female,25-30,Diploma,Student,Less than $20K,United States,Through Ads,Yes,Yes,Yes,Yes,Yes,Highly satisfied,Satisfied,Satisfied,Neutral,Highly satisfied,Highly satisfied,Satisfied,Highly satisfied,Satisfied,Satisfied,Neutral,Satisfied,Quizzes & Solutions,Mock Exam,Weekly online calls,Tableau project examples,Normal class discussions,,5,8,9,10,9
293,Male,21-24,Certificate,Employed,$150K-$199K,Yemen,Newsletter,Yes,Yes,Yes,Yes,Yes,Highly satisfied,Satisfied,Satisfied,Highly satisfied,Highly satisfied,Satisfied,Highly satisfied,Satisfied,Neutral,Highly satisfied,Neutral,Highly satisfied,Quizzes & Solutions,Mock Exam,,Tableau project examples,Normal class discussions,,1,8,7,7,9
294,Female,31-34,Diploma,Un-employed,Less than $20K,China,Through Ads,Yes,Yes,Yes,Yes,Yes,Satisfied,Highly satisfied,Satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Satisfied,Satisfied,Highly satisfied,Highly satisfied,Satisfied,Highly satisfied,Quizzes & Solutions,,Weekly online calls,Tableau project examples,Normal class discussions,,9,9,8,10,9
295,Female,15-20,Degree,Employed,$20k-$44K,Thailand,Referred by a friend,Yes,Yes,Yes,Yes,Yes,Highly satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Satisfied,Dissatisfied,Quizzes & Solutions,,Weekly online calls,Tableau project examples,Normal class discussions,Trainer's feedback through comments,5,10,7,7,7
296,Female,25-30,Certificate,Un-employed,Less than $20K,Czech Republic,Newsletter,Yes,Yes,Yes,Yes,Yes,Satisfied,Highly satisfied,Highly satisfied,Satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Neutral,Highly satisfied,Dissatisfied,Neutral,Quizzes & Solutions,Mock Exam,Weekly online calls,Tableau project examples,Normal class discussions,,9,9,7,9,9
